"name"	"SN2005dv"
"source"	"name"	"<a href='http://dau.itep.ru/sn/node/72'>Sternberg Astronomical Institute Supernova Light Curve Catalogue</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"M.Hicken et al., 2009, astro-ph/0901.4787"	"alias"	"2"
"source"	"name"	"<a href='http://adsabs.harvard.edu/abs/2012A%26A...538A.120L'>2012A&A...538A.120L</a>"	"alias"	"3"
"claimedtype"	"Ia"
"discoverday"	"10"
"discoverer"	"Dainese, Dimai"
"discovermonth"	"9"
"discoveryear"	"2005"
"galdec"	"+674026"
"galra"	"134105"
"host"	"NGC 5283"
"hvel"	"2700"
"maxday"	"13"
"maxmonth"	"9"
"maxyear"	"2005"
"redshift"	"0.00905"
"sndec"	"+674020.3"
"snra"	"134104.45"
"photometry"	"timeunit"	"MJD"	"time"	"53623.611"	"band"	"V"	"abmag"	"15.687"	"aberr"	"0.033"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"53625.61"	"band"	"V"	"abmag"	"15.686"	"aberr"	"0.014"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"53625.612"	"band"	"U"	"abmag"	"17.198"	"aberr"	"0.048"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"53625.615"	"band"	"B"	"abmag"	"16.389"	"aberr"	"0.019"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"53626.611"	"band"	"V"	"abmag"	"15.668"	"aberr"	"0.014"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"53626.613"	"band"	"U"	"abmag"	"16.963"	"aberr"	"0.055"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"53626.616"	"band"	"B"	"abmag"	"16.468"	"aberr"	"0.02"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"53627.611"	"band"	"V"	"abmag"	"15.687"	"aberr"	"0.016"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"53628.61"	"band"	"V"	"abmag"	"15.673"	"aberr"	"0.014"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"53628.616"	"band"	"B"	"abmag"	"16.557"	"aberr"	"0.022"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"53629.608"	"band"	"V"	"abmag"	"15.72"	"aberr"	"0.019"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"53630.608"	"band"	"V"	"abmag"	"15.759"	"aberr"	"0.017"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"53631.606"	"band"	"V"	"abmag"	"15.789"	"aberr"	"0.019"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"53745.038"	"band"	"V"	"abmag"	"20.762"	"aberr"	"0.204"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"53745.044"	"band"	"B"	"abmag"	"21.379"	"aberr"	"0.28"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"53765.027"	"band"	"V"	"abmag"	"21.338"	"aberr"	"0.308"	"source"	"1,2"
